url,tanggal,judul,kabupaten
https://jatim.liputan6.com/read/4867530/pesona-bukit-jaddih-tebing-kapur-dengan-danau-biru-yang-cantik-di-madura,1/24/2022,"Pesona Bukit Jaddih, Tebing Kapur dengan Danau Biru yang Cantik di Madura",Bangkalan
https://www.tribunnewswiki.com/2022/02/03/pantai-siring-kemuning,2/3/2022,Pantai Siring Kemuning,Bangkalan
https://jatim.liputan6.com/read/4981538/pesona-pantai-siring-kemuning-dengan-suasana-yang-indah-dan-memukau,6/8/2022,Pesona Pantai Siring Kemuning Dengan Suasana yang Indah dan Memukau,Bangkalan
https://radarsolo.jawapos.com/wisata-kuliner/13/07/2022/dulu-tempat-sampah-kini-pantai-biru-bangkalan-jadi-destinasi-andalan/,7/13/2022,"Dulu Tempat Sampah, Kini Pantai Biru Bangkalan Jadi Destinasi Andalan",Bangkalan
https://tribunjatimtravel.tribunnews.com/2022/08/21/wisatawan-ramai-kunjungi-wisata-bukit-jaddih-di-bangkalan-madura,8/21/2022,Wisatawan Ramai Kunjungi Wisata Bukit Jaddih di Bangkalan Madura,Bangkalan
https://surabaya.tribunnews.com/2022/08/21/tidak-ada-lagi-pungli-di-wisata-alam-bukit-jaddih-bangkalan-pengunjung-akui-makin-nyaman,8/21/2022,"Tidak Ada Lagi Pungli di Wisata Alam Bukit Jaddih Bangkalan, Pengunjung Akui Makin Nyaman",Bangkalan
https://madura.tribunnews.com/2022/09/11/peserta-lomba-renang-pelajar-di-wisata-alam-bukit-jaddih-membeludak-dispora-bangkalan-batasi-kuota,9/11/2022,"Peserta Lomba Renang Pelajar di Wisata Alam Bukit Jaddih Membeludak, Dispora Bangkalan Batasi Kuota",Bangkalan
https://www.detik.com/jatim/wisata/d-5942628/monumen-arek-lancor-di-pamekasan-tak-pernah-absen-dipadati-pengunjung,2/15/2022,Monumen Arek Lancor di Pamekasan Tak Pernah Absen Dipadati Pengunjung,Pamekasan
https://surabaya.kompas.com/read/2022/04/06/054300478/sejarah-masjid-agung-assyuhada-pamekasan-simbol-perjuangan-mujahid-perang?page=all,4/6/2022,"Sejarah Masjid Agung Assyuhada Pamekasan, Simbol Perjuangan Mujahid Perang",Pamekasan
https://suryamalang.tribunnews.com/2022/05/03/pengunjung-wisata-di-pantai-talang-siring-dan-jumiang-meningkat-polres-pamekasan-gelar-operasi,5/3/2022,"Pengunjung Wisata di Pantai Talang Siring dan Jumiang Meningkat, Polres Pamekasan Gelar Operasi",Pamekasan
https://jatim.tribunnews.com/2022/05/07/pantai-talang-siring-pamekasan-jadi-tempat-favorit-berlibur-bareng-keluarga,5/7/2022,Pantai Talang Siring Pamekasan Jadi Tempat Favorit Berlibur Bareng Keluarga,Pamekasan
https://www.tribunnewswiki.com/2022/05/14/pantai-jumiang,5/14/2022,Pantai Jumiang,Pamekasan
https://www.tribunnewswiki.com/2022/05/16/pantai-talang-siring,5/16/2022,Pantai Talang Siring,Pamekasan
https://maduraraya.jurnalisindonesia.id/read/99767/Pasarean-Joko-Tarub-Destinasi-Wisata-Religi-di-Kabupaten-Pamekasan-yang-Sarat-Akan-Nilai-Sejarah,7/25/2022,"Pasarean Joko Tarub, Destinasi Wisata Religi di Kabupaten Pamekasan yang Sarat Akan Nilai Sejarah",Pamekasan
https://www.indozone.id/travel/6gspO97/viral-api-abadi-pamekasan-bikin-warga-penasaran-suka-dipakai-masak-nasi-dan-bakar-jagung,8/15/2022,"Viral Api Abadi Pamekasan Bikin Warga Penasaran, Suka Dipakai Masak Nasi dan Bakar Jagung",Pamekasan
https://www.idntimes.com/travel/destination/ratna-herlina/info-wisata-pantai-jumiang-pamekasan-c1c2?page=all,9/12/2022,"Info Wisata Pantai Jumiang Pamekasan: Lokasi, Rute, dan Aktivitas",Pamekasan
https://www.indozone.id/travel/AqsAMeB/enggak-kalah-sama-kota-batu-pamekasan-punya-bukit-kehi-panoramanya-bikin-malas-pulang/read-all,9/19/2022,"Enggak Kalah Sama Kota Batu! Pamekasan Punya Bukit Kehi, Panoramanya Bikin Malas Pulang",Pamekasan
https://jatim.tribunnews.com/2022/04/01/masjid-agung-sampang-mulai-siapkan-pelaksanaan-salat-tarawih,4/1/2022,Masjid Agung Sampang Mulai Siapkan Pelaksanaan Salat Tarawih,Sampang
https://travel.detik.com/domestic-destination/d-6023311/ini-pantai-camplong-favorit-ngabuburit-anak-muda-sampang,4/8/2022,"Ini Pantai Camplong, Favorit Ngabuburit Anak Muda Sampang",Sampang
https://rri.co.id/sumenep/1141-religi/1424493galap-berkah-ramadhan-di-makam-aji-gunung,4/15/2022,Ngalap Berkah Ramadan di Makam Aji Gunung,Sampang
https://surabaya.tribunnews.com/2022/05/05/pengunjung-wisata-pantai-camplong-sampang-membludak-personel-gabungan-beri-pengamanan-ekstra,5/5/2022,"Pengunjung Wisata Pantai Camplong Sampang Membeludak, Personel Gabungan Beri Pengamanan Ekstra",Sampang
https://www.detik.com/jatim/wisata/d-6065493/pengunjung-pantai-camplong-sampang-membeludak-satpolair-dirikan-posko-sar,5/6/2022,"Pengunjung Pantai Camplong Sampang Membeludak, Satpolair Dirikan Posko SAR",Sampang
https://www.tribunnewswiki.com/2022/05/13/pantai-camplong,5/13/2022,Pantai Camplong,Sampang
https://www.indozone.id/travel/YvsP5xR/air-terjun-terindah-di-pulau-garam-menyimpan-legenda-pasutri-yang-cekcok-hingga-mati/read-all,5/31/2022,Air Terjun Terindah di Pulau Garam Menyimpan Legenda Pasutri yang Cekcok hingga Mati,Sampang
https://www.indozone.id/travel/Q8sd81X/pantainya-tak-berpasir-tapi-berbatu-karang-eksotis,1/5/2022,"Pantainya Tak Berpasir, Tapi Berbatu Karang Eksotis",Sumenep
https://www.tribunnewswiki.com/2022/02/03/pantai-slopeng,2/3/2022,Pantai Slopeng,Sumenep
https://www.mongabay.co.id/2022/02/24/upaya-pulihkan-hutan-mangrove-pulau-kecil-di-sumenep/,2/24/2022,Upaya Pulihkan Hutan Mangrove Pulau Kecil di Sumenep,Sumenep
https://www.detik.com/jatim/wisata/d-5983229/bakar-baronang-di-pantai-sembilan-saat-langit-bertabur-bintang,3/15/2022,Bakar Baronang di Pantai Sembilan Saat Langit Bertabur Bintang,Sumenep
https://tribunjatimtravel.tribunnews.com/2022/03/25/liburan-akhir-pekan-di-pantai-ropet-surga-pulau-gili-iyang-yang-wajib-dikunjungi-saat-ke-sumenep,3/25/2022,"Liburan Akhir Pekan di Pantai Ropet, Surga Pulau Gili Iyang yang Wajib Dikunjungi saat ke Sumenep",Sumenep
https://jatim.tribunnews.com/2022/04/02/masjid-jamik-sumenep-siap-gelar-salat-tarawih-bakal-sediakan-takjil-gratis-selama-ramadan,4/2/2022,"Masjid Jamik Sumenep Siap Gelar Salat Tarawih, Bakal Sediakan Takjil Gratis Selama Ramadan",Sumenep
https://surabaya.kompas.com/read/2022/04/04/163000178/mengenal-gili-iyang-di-sumenep-pulau-dengan-kadar-oksigen-terbaik-nomor-2?page=all,4/4/2022,"Mengenal Gili Iyang di Sumenep, Pulau dengan Kadar Oksigen Terbaik Nomor 2 di Dunia",Sumenep
https://travel.detik.com/domestic-destination/d-6014960/sumenep-punya-tanah-lot-lho-tapi-tidak-ada-pura,4/4/2022,"Sumenep Punya Tanah Lot Lho, tapi Tidak Ada Pura",Sumenep
https://jatim.inews.id/berita/mengenal-gili-iyang-pulau-di-madura-dengan-kadar-oksigen-tertinggi-kedua-di-dunia,4/12/2022,"Mengenal Gili Iyang, Pulau di Madura dengan Kadar Oksigen Tertinggi Kedua di Dunia",Sumenep
https://rri.co.id/sumenep/feature/1422557/masjid-jamik-sumenep-masjid-tertua-dirancang-non-muslim-tionghoa?utm_source=news_main&utm_medium=internal_link&utm_campaign=General%20Campaign,4/13/2022,"Masjid Jamik Sumenep, Masjid Tertua Dirancang Non Muslim Tionghoa",Sumenep
https://sumenepkab.go.id/berita/baca/sejuta-keindahan-pantai-badur-siap-sambut-wisatawan,5/5/2022,Sejuta Keindahan Pantai Badur Siap Sambut Wisatawan,Sumenep
https://beritajatim.com/gaya-hidup/berlibur-lebaran-sambil-nikmati-live-music-di-pantai-ekasoghi-sumenep/,5/6/2022,Berlibur Lebaran Sambil Nikmati Live Musica di Pantai Ekasoghi Sumenep,Sumenep
https://beritajatim.com/gaya-hidup/pengunjung-pantai-lombang-dan-slopeng-sumenep-membeludak-ini-pr-dinas-pariwisata/,5/12/2022,"Pengunjung Pantai Lombang dan Slopeng Sumenep Membeludak, Ini PR Dinas Pariwisata",Sumenep
https://jatim.liputan6.com/,6/13/2022,"Pesona Pantai Lombang, Wisata Pantai Pasir Putih di Ujung Timur Madura",Sumenep
https:/asional.okezone.com/read/2022/07/04/337/2622937/menko-pmk-keraton-sumenep-berpotensi-jadi-wisata-nasional,7/4/2022,Menko PMK: Keraton Sumenep Berpotensi Jadi Wisata Nasional,Sumenep
https://portalmadura.com/live-music-wisata-pantai-ekasoghi-manjakan-pengunjung-lebaran-iduladha-2022-292184/,7/9/2022,"Live Music Wisata Pantai eKasoghi, Manjakan Pengunjung Lebaran Iduladha 2022",Sumenep
https://jatim.tribunnews.com/,8/15/2022,"Wisatawan Mulai Banyak Kunjungi Pulau Gili Labak Sumenep, Jatuh Hati Pada Aktivitas Snorkeling",Sumenep
https://amp.kompas.com/,9/19/2022,"Gili Labak : Daya Tarik, Aktivitas, dan Rute",Sumenep
https://jatimnet.com/ini-wisata-terindah-di-sampang-wajib-dikunjungi-saat-di-madura,8/2/2020,"Ini Wisata Terindah di Sampang, Wajib Dikunjungi Saat di Madura",Sampang
https://www.liputan6.com/regional/read/3992836/riwayat-lon-malang-pantai-yang-sedang-hits-di-madura,6/20/2019,"Riwayat Lon Malang, Pantai yang Sedang Hits di Madura",Sampang
https://www.pulaumadura.com/2021/01/harga-tiket-fasilitas-dan-lokasi-maps-wisata-pantai-lon-malang-sampang.html.html,1/16/2021,"Harga Tiket, Fasilitas dan Lokasi Maps Wisata Pantai Lon Malang - Sampang",Sampang
https://radarsolo.jawapos.com/wisata-kuliner/29/06/2022/mengunjungi-pantai-lon-malang-sampang-yang-dulu-dipenuhi-semak-semak/,6/29/2022,"Mengunjungi Pantai Lon Malang, Sampang yang Dulu Dipenuhi Semak Semak",Sampang
https://travelspromo.com/htm-wisata/air-terjun-toroan-sampang/,9/2/2021,Wisata Air Terjun Toroan Yang Penuh Legenda,Sampang
https://www.idntimes.com/travel/destination/ratna-herlina/air-terjun-toroan-c1c2,12/30/2021,"Air Terjun Toroan: Informasi Rute, Lokasi, dan Tips Berlibur",Sampang
https://www.nativeindonesia.com/air-terjun-toroan/,11/24/2022,"Air Terjun Toroan, Lokasi Wisata Air Terjun Di Tepi Pantai Nepa",Sampang
https://www.inews.id/multimedia/photo/wisata-hutan-kera-nepa-di-sampang-yang-dihuni-500-monyet-ekor-panjang,7/2/2022,Wisata Hutan Kera Nepa di Sampang yang Dihuni 500 Monyet Ekor Panjang,Sampang
https://www.tempatwisata.pro/wisata/Waduk-Klampis,19/9/2017,"Waduk Klampis, Melihat Pesona Indahnya Salah Satu Waduk di Madura",Sampang
https://www.kaskus.co.id/thread/60c47e105aaa8f500107a051/pesona-waduk-klampis-alternatif-wisata-di-madura/,12/6/2021,"Pesona Waduk Klampis, Alternatif Wisata di Madura",Sampang
https://www.pulaumadura.com/2016/03/obyek-wisata-alam-gua-lebar-di-kota.html?m=1,11/3/2016,Objek Wisata Alam Gua Lebar di Kota Sampang,Sampang
https://surabaya.tribunnews.com/2018/10/30/madura-memiliki-gua-lebar-konon-jadi-tempat-pertapaan-pangeran-trunojoyo,30/10/2018,"Madura Memiliki Gua Lebar, Konon Jadi Tempat Pertapaan Pangeran Trunojoyo",Sampang
https://www.tempatwisata.pro/wisata/Pantai-Nepa,4/9/2017,"Wisata Pantai Nepa, Menikmati Keindahan Pantai dan Hutan Keranya",Sampang
https://jejakpiknik.com/pantai-nepa/,18/12/2022,Pantai Nepa Madura,Sampang
https://www.pulaumadura.com/2015/08/obyek-wisata-pantai-nepa-di-sampang.html,19/8/2015,Objek Wisata Pantai Nepa di Kabupaten Sampang,Sampang
https://agelejer.com/daya-tarik-objek-wisata-bukit-masegit-yang-kian-mempesona/,14/7/2022,Daya Tarik Objek Wisata Bukit Masegit Yang Kian Mempesona,Sampang
https://webinfowisata.wordpress.com/2016/08/11/tempat-wisata-baru-bukit-masegit-di-sampang-madura/,11/8/2016,Tempat Wisata Baru Bukit Masegit di Sampang Madura,Sampang
https://www.kliktimes.com/travel/pr-7295442208/rekomendasi-destinasi-wisata-sampang-syahdu-dan-instagramable,3/11/2022,"Rekomendasi Destinasi Wisata Sampang, Syahdu dan Instagramable",Sampang
https://www.pegipegi.com/travel/arosbaya-bukit-kapur-cantik-mahakarya-manusia-di-madura/,5/11/2018,"Arosbaya, Bukit Kapur Cantik Mahakarya Manusia di Madura",Bangkalan
https://www.merdeka.com/travel/bukit-arosbaya-pahatan-relief-menakjubkan-di-tanah-madura.html,12/5/2021,"Bukit Arosbaya, Pahatan Relief Menakjubkan di Tanah Madura",Bangkalan
https://pojoksuramadu.com/bukit-kapur-arosbaya/,27/7/2022,Wisata Bukit Kapur Arosbaya Bangkalan Madura,Bangkalan
https://panduanwisata.id/bukit-arosbaya-bangkalan/,29/7/2022,Bukit Arosbaya Bangkalan Madura Pahatan Batu Kapur Yang Menakjubkan,Bangkalan
https://jurnalpost.com/wisata-baru-di-bancaran-bangkalan-telah-di-buka/17550/,29/1/2021,Wisata Baru di Bancaran Bangkalan Telah Di Buka,Bangkalan
https://www.pulaumadura.com/2016/11/wisata-hutan-mangrove-bangkalan.html,8/11/2016,WOW! Ada Objek Wisata Alam Hutan Mangrove di Desa Labuhan - Bangkalan,Bangkalan
https://www.kompasiana.com/rijaltaufiqieramadlanzaman9138/6030f7fad541df43144a36c2/jelajah-tempat-eksotis-alami-di-hutan-mangrove-bangkalan-madura,20/2/2021,"Jelajah Tempat Eksotis Alami di Hutan Mangrove Bangkalan, Madura",Bangkalan
https://www.liputan6.com/regional/read/4643849/cerita-desa-labuhan-ekonomi-berseri-di-mangrove-yang-lestari,29/8/2021,Cerita Desa Labuhan: Ekonomi Berseri di Mangrove yang Lestari,Bangkalan
https://petajatim.co/berburu-keindahan-sunset-pantai-tengket-nan-eksotis-surga-bagi-para-instagrammer/,7/11/2020,"Berburu Keindahan Sunset Pantai Tengket Nan Eksotis, Surga Bagi Para Instagrammer",Bangkalan
https://www.maduramu.com/image/detail/1587/pantai-tengket-dusun-maneron-kecamatan-sepulu-kabupaten-bangkalan,19/1/2022,"Pantai Tengket, Dusun Maneron, Kecamatan Sepulu, Kabupaten Bangkalan",Bangkalan
https://wesata.id/blog/pantai-tengket-wisata-bahari-tersembunyi-di-pulau-madura,16/7/2022,"Pantai Tengket, Wisata Bahari Tersembunyi di Pulau Madura",Bangkalan
https://jatim.poskota.co.id/2021/06/01/mengintip-pantai-tengket-yang-tersembunyi-di-kabupaten-bangkalan-dengan-panorama-indah,1/6/2021,Mengintip Pantai Tengket yang Tersembunyi di Kabupaten Bangkalan dengan Panorama Indah,Bangkalan
https://madurapost.net/pantai-biru-bangkalan-destinasi-wisata-dari-bekas-pembuangan-sampah/,18/3/2021,"Pantai Biru Bangkalan, Destinasi Wisata Dari Bekas Pembuangan Sampah",Bangkalan
https://maduranewsmedia.com/terkini/pantai-biru-destinasi-wisata-baru-di-kabupaten-bangkalan-untuk-liburan-nataru/,24/12/2019,Pantai Biru Destinasi Wisata Baru Di Kabupaten Bangkalan Untuk Liburan Nataru,Bangkalan
https://www.pesonawisataindonesia.com/wisata-pantai-biru-madura/,27/7/2019,Wisata Pantai Biru Madura,Bangkalan
https://pojoksuramadu.com/pantai-siring-kemuning/,31/8/2022,Rute Tiket Masuk Pantai Siring Kemuning Bangkalan Madura,Bangkalan
https://kumparan.com/user-10042021085005/mencicipi-keindahan-pantai-siring-kemuning-di-madura-1vawMwuWqr0,21/4/2021,Mencicipi Keindahan Pantai Siring Kemuning di Madura,Bangkalan
https://www.pulaumadura.com/2020/09/harga-tiket-fasilitas-dan-lokasi-maps-wisata-pantai-tlangoh-bangkalan.html,27/9/2020,"Harga Tiket, Fasilitas dan Lokasi Maps Wisata Pantai Tlangoh - Bangkalan",Bangkalan
https://pamekasankab.go.id/berita/73/objek-wisata-di-kabupaten-pamekasan,25/7/2017,Objek Wisata di Kabupaten Pamekasan,Pamekasan
https://jejakpiknik.com/bukit-cinta-pamekasan/,19/12/2022,Tiket Masuk Bukit Cinta Pamekasan Madura,Pamekasan
https://www.sinergimadura.com/tentang-madura/pr-2904983532/wisata-bukit-cinta-pamekasan-madura-dan-11-fasilitasnya,1/10/2022,Wisata Bukit Cinta Pamekasan Madura dan 11 Fasilitasnya,Pamekasan
https://kumparan.com/bangsaonline/bukit-cinta-destinasi-wisata-baru-di-pamekasan-yang-cocok-untuk-foto-foto,6/10/2017,"Bukit Cinta, Destinasi Wisata Baru di Pamekasan yang Cocok untuk Foto foto",Pamekasan
https://www.madureh.com/2019/11/bukit-cinta-pamekasan-madura.html,3/11/2019,Bukit Cinta Pamekasan Madura : Harga Tiket dan Lokasi,Pamekasan
https://portalwisata.co.id/bukit-brukoh-wisata-di-pamekasan-madura/,28/7/2019,"Bukit Brukoh, Wisata di Pamekasan Madura yang Populer dan Hits 2020",Pamekasan
https://tempatwisataunik.com/wisata-indonesia/jawa-timur/tempat-wisata-di-pamekasan/attachment/bukit-brukoh-pakong,17/3/2020,Bukit Brukoh Pakong,Pamekasan
https://www.suarakarya.id/metro/pr-2601649295/Wisata-Bukit-Brukoh-Pamekasan-Surga-Lokasi-Selfie-Bagi-Wisatawan,3/10/2018,"Wisata Bukit Brukoh Pamekasan, Surga Lokasi Selfie Bagi Wisatawan",Pamekasan
https://lingkarmadura.pikiran-rakyat.com/pariwisata-budaya/pr-1892952108/vihara-avalokitesvara-pamekasan-vihara-unik-dengan-pura-hindu-dan-langgar-di-dalamnya,5/11/2021,"Vihara Avalokitesvara Pamekasan, Vihara Unik dengan Pura Hindu dan Langgar di Dalamnya",Pamekasan
https://timesindonesia.co.id/peristiwa-daerah/374986/vihara-avalokitesvara-tempat-ibadah-umat-tri-darma-terbesar-di-madura,9/10/2021,Vihara Avalokitesvara Tempat Ibadah Umat Tri Darma Terbesar di Madura,Pamekasan
https://agelejer.com/wisata-air-terjun-bulangan/,12/8/2022,Wisata Air Terjun Bulangan,Pamekasan
https://alvilaaveniaaa.wordpress.com/2019/01/25/3-air-terjun-cantik-di-madura/,25/1/2019,"3 Air Terjun Cantik di Pamekasan, Madura",Pamekasan
https://www.sinergimadura.com/tentang-madura/pr-2904982866/tak-hanya-satu-di-pamekasan-terdapat-3-wisata-air-terjun-yang-bisa-kamu-kunjungi?page=2,1/10/2022,"Tak Hanya Satu, Di Pamekasan Terdapat 3 Wisata Air Terjun yang Bisa Kamu Kunjungi!",Pamekasan
https://www.unews.id/pendidikan/pr-2884801938/tempat-wisata-pantai-batu-kerbuy-dan-gua-blaban-di-pamekasan-yuk-mampir,19/9/2022,"Tempat Wisata Pantai Batu Kerbuy dan Gua Blaban di Pamekasan, Yuk Mampir",Pamekasan
https://www.unews.id/travel/pr-2884980284/wisata-tebing-waru-pamekasan-suguhkan-pemandangan-alam-besar-dan-keasrian-bumi-gerbang-salam,1/10/2022,"Wisata Tebing Waru Pamekasan, Suguhkan Pemandangan Alam dan Keasrian Bumi Gerbang Salam",Pamekasan
https://travel.kompas.com/read/2022/10/05/210400927/panduan-wisata-ke-pantai-sembilan-sumenep-termasuk-tarif-homestay?page=all,5/10/2022,"Panduan Wisata ke Pantai Sembilan Sumenep, Termasuk Tarif Homestay",Sumenep
https://pojoksuramadu.com/indahnya-pantai-sembilan-di-kabupaten-sumenep-madura/,5/3/2022,Pantai Sembilan Kabupaten Sumenep Madura,Sumenep
https://www.jatimpos.co/pariwisata/4290-nikmati-indahnya-hamparan-pasir-putih-pantai-sembilan-sumenep,17/1/2021,Nikmati Indahnya Hamparan Pasir Putih Pantai Sembilan Sumenep,Sumenep
https://kumparan.com/jendela-dunia/harga-tiket-masuk-bukit-tinggi-daramista-wisata-hits-di-jawa-timur-1yL54exBsIJ,25/5/2022,"Harga Tiket Masuk Bukit Tinggi Daramista, Wisata Hits di Jawa Timur",Sumenep
https://sinarjateng.pikiran-rakyat.com/nasional/pr-1006017086/destinasi-wisata-alam-bukit-tinggi-daramista-di-kabupaten-sumenep-jawa-timur-yang-terkenal-keindahannya,26/12/2022,Destinasi Wisata Alam Bukit Tinggi Daramista di Kabupaten Sumenep Jawa Timur yang Terkenal Keindahannya,Sumenep
https://wisatakita.com/wisata/Jawa.Timur/Sumenep/Museum.Keraton.Sumenep,19/10/2018,Museum Keraton Sumenep,Sumenep
https://agelejer.com/pesona-air-terjun-duko-yang-tak-tertandingi/,28/7/2022,Pesona Air Terjun Duko yang Tak Tertandingi,Sumenep
